Cifras de población resultantes de la Revisión del Padrón municipal a 1 de enero de 2014,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
CPRO,PROVINCIA,CMUN,NOMBRE,POB14,HOMBRES,MUJERES
2,Albacete,1,Abengibre,775,383,392
2,Albacete,2,Alatoz,580,323,257
2,Albacete,3,Albacete,172.487,84399,88088
2,Albacete,4,Albatana,748,380,368
2,Albacete,5,Alborea,778,402,376
2,Albacete,6,Alcadozo,684,360,324
2,Albacete,7,Alcalá del Júcar,1.307,699,608
2,Albacete,8,Alcaraz,1.533,772,761
2,Albacete,9,Almansa,25.024,12444,12580
2,Albacete,10,Alpera,2.358,1209,1149
2,Albacete,11,Ayna,719,386,333
2,Albacete,12,Balazote,2.417,1251,1166
2,Albacete,14,"Ballestero, El",459,239,220
2,Albacete,13,Balsa de Ves,176,100,76
2,Albacete,15,Barrax,1.920,985,935
2,Albacete,16,Bienservida,668,351,317
2,Albacete,17,Bogarra,955,498,457
2,Albacete,18,Bonete,1.157,598,559
2,Albacete,19,"Bonillo, El",2.956,1496,1460
2,Albacete,20,Carcelén,573,302,271
2,Albacete,21,Casas de Juan Núñez,1.372,715,657
2,Albacete,22,Casas de Lázaro,386,218,168
2,Albacete,23,Casas de Ves,689,365,324
2,Albacete,24,Casas-Ibáñez,4.713,2444,2269
2,Albacete,25,Caudete,10.294,5236,5058
2,Albacete,26,Cenizate,1.176,605,571
2,Albacete,29,Chinchilla de Monte-Aragón,4.099,2121,1978
2,Albacete,27,Corral-Rubio,365,201,164
2,Albacete,28,Cotillas,139,72,67
2,Albacete,30,Elche de la Sierra,3.814,1929,1885
2,Albacete,31,Férez,719,356,363
2,Albacete,32,Fuensanta,345,195,150
2,Albacete,33,Fuente-Álamo,2.652,1406,1246
2,Albacete,34,Fuentealbilla,1.931,982,949
2,Albacete,35,"Gineta, La",2.485,1270,1215
2,Albacete,36,Golosalvo,122,64,58
2,Albacete,37,Hellín,30.862,15374,15488
2,Albacete,38,"Herrera, La",349,179,170
2,Albacete,39,Higueruela,1.273,651,622
2,Albacete,40,Hoya-Gonzalo,694,363,331
2,Albacete,41,Jorquera,408,215,193
2,Albacete,42,Letur,1.018,495,523
2,Albacete,43,Lezuza,1.504,768,736
2,Albacete,44,Liétor,1.336,690,646
2,Albacete,45,Madrigueras,4.739,2423,2316
2,Albacete,46,Mahora,1.430,726,704
2,Albacete,47,Masegoso,121,65,56
