Cifras de población resultantes de la Revisión del Padrón municipal a 1 de enero de 2019,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
CPRO,PROVINCIA,CMUN,NOMBRE,POB19,HOMBRES,MUJERES
2,Albacete,1,Abengibre,790,379,411
2,Albacete,2,Alatoz,519,291,228
2,Albacete,3,Albacete,173329,84687,88642
2,Albacete,4,Albatana,692,356,336
2,Albacete,5,Alborea,658,337,321
2,Albacete,6,Alcadozo,654,363,291
2,Albacete,7,Alcalá del Júcar,1170,618,552
2,Albacete,8,Alcaraz,1351,703,648
2,Albacete,9,Almansa,24419,12167,12252
2,Albacete,10,Alpera,2265,1174,1091
2,Albacete,11,Ayna,616,327,289
2,Albacete,12,Balazote,2334,1189,1145
2,Albacete,14,"Ballestero, El",405,207,198
2,Albacete,13,Balsa de Ves,158,91,67
2,Albacete,15,Barrax,1833,939,894
2,Albacete,16,Bienservida,603,326,277
2,Albacete,17,Bogarra,842,443,399
2,Albacete,18,Bonete,1049,540,509
2,Albacete,19,"Bonillo, El",2779,1415,1364
2,Albacete,20,Carcelén,501,271,230
2,Albacete,21,Casas de Juan Núñez,1307,686,621
2,Albacete,22,Casas de Lázaro,363,205,158
2,Albacete,23,Casas de Ves,572,301,271
2,Albacete,24,Casas-Ibáñez,4538,2294,2244
2,Albacete,25,Caudete,9963,5073,4890
2,Albacete,26,Cenizate,1181,597,584
2,Albacete,29,Chinchilla de Monte-Aragón,4206,2196,2010
2,Albacete,27,Corral-Rubio,324,174,150
2,Albacete,28,Cotillas,123,64,59
2,Albacete,30,Elche de la Sierra,3585,1787,1798
2,Albacete,31,Férez,643,317,326
2,Albacete,32,Fuensanta,297,168,129
2,Albacete,33,Fuente-Álamo,2489,1307,1182
2,Albacete,34,Fuentealbilla,1792,914,878
2,Albacete,35,"Gineta, La",2512,1304,1208
2,Albacete,36,Golosalvo,104,55,49
2,Albacete,37,Hellín,30306,15162,15144
2,Albacete,38,"Herrera, La",326,167,159
