Cifras de población resultantes de la Revisión del Padrón municipal a 1 de enero de 2021,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
CPRO,PROVINCIA,CMUN,NOMBRE,POB21,HOMBRES,MUJERES
2,Albacete,1,Abengibre,748,365,383
2,Albacete,2,Alatoz,496,272,224
2,Albacete,3,Albacete,172722,84365,88357
2,Albacete,4,Albatana,681,354,327
2,Albacete,5,Alborea,670,350,320
2,Albacete,6,Alcadozo,632,344,288
2,Albacete,7,Alcalá del Júcar,1153,621,532
2,Albacete,8,Alcaraz,1310,682,628
2,Albacete,9,Almansa,24388,12127,12261
2,Albacete,10,Alpera,2285,1189,1096
2,Albacete,11,Ayna,582,314,268
2,Albacete,12,Balazote,2363,1208,1155
2,Albacete,14,"Ballestero, El",413,217,196
2,Albacete,13,Balsa de Ves,129,73,56
2,Albacete,15,Barrax,1808,926,882
2,Albacete,16,Bienservida,595,319,276
2,Albacete,17,Bogarra,768,400,368
2,Albacete,18,Bonete,1031,536,495
2,Albacete,19,"Bonillo, El",2718,1376,1342
2,Albacete,20,Carcelén,496,265,231
2,Albacete,21,Casas de Juan Núñez,1361,729,632
2,Albacete,22,Casas de Lázaro,328,179,149
2,Albacete,23,Casas de Ves,564,295,269
2,Albacete,24,Casas-Ibáñez,4540,2274,2266
2,Albacete,25,Caudete,10077,5135,4942
2,Albacete,26,Cenizate,1186,594,592
2,Albacete,29,Chinchilla de Monte-Aragón,4344,2261,2083
2,Albacete,27,Corral-Rubio,306,165,141
2,Albacete,28,Cotillas,134,71,63
2,Albacete,30,Elche de la Sierra,3557,1745,1812
2,Albacete,31,Férez,628,309,319
2,Albacete,32,Fuensanta,280,159,121
2,Albacete,33,Fuente-Álamo,2447,1280,1167
2,Albacete,34,Fuentealbilla,1836,942,894
2,Albacete,35,"Gineta, La",2554,1321,1233
2,Albacete,36,Golosalvo,99,52,47
2,Albacete,37,Hellín,30427,15281,15146
2,Albacete,38,"Herrera, La",311,161,150
2,Albacete,39,Higueruela,1144,599,545
2,Albacete,40,Hoya-Gonzalo,598,322,276
2,Albacete,41,Jorquera,363,196,167
2,Albacete,42,Letur,909,444,465
2,Albacete,43,Lezuza,1322,684,638
2,Albacete,44,Liétor,1123,585,538
2,Albacete,45,Madrigueras,4654,2379,2275
2,Albacete,46,Mahora,1380,709,671
2,Albacete,47,Masegoso,105,61,44
2,Albacete,48,Minaya,1483,764,719
2,Albacete,49,Molinicos,829,430,399
2,Albacete,50,Montalvos,86,48,38
2,Albacete,51,Montealegre del Castillo,2038,1054,984
2,Albacete,52,Motilleja,605,330,275
2,Albacete,53,Munera,3433,1769,1664
2,Albacete,54,Navas de Jorquera,536,281,255
2,Albacete,55,Nerpio,1197,660,537
2,Albacete,56,Ontur,1963,990,973
2,Albacete,57,Ossa de Montiel,2241,1127,1114
2,Albacete,58,Paterna del Madera,323,178,145
2,Albacete,60,Peñas de San Pedro,1410,827,583
2,Albacete,59,Peñascosa,320,176,144
2,Albacete,61,Pétrola,676,356,320
2,Albacete,62,Povedilla,401,220,181
2,Albacete,901,Pozo Cañada,2797,1422,1375
2,Albacete,63,Pozohondo,1584,826,758
2,Albacete,64,Pozo-Lorente,394,204,190
2,Albacete,65,Pozuelo,465,250,215
2,Albacete,66,"Recueja, La",225,128,97
2,Albacete,67,Riópar,1326,684,642
2,Albacete,68,Robledo,391,211,180
2,Albacete,69,"Roda, La",15401,7794,7607
2,Albacete,70,Salobre,461,242,219
2,Albacete,71,San Pedro,1148,594,554
2,Albacete,72,Socovos,1750,902,848
2,Albacete,73,Tarazona de la Mancha,6184,3169,3015
2,Albacete,74,Tobarra,7691,3974,3717
2,Albacete,75,Valdeganga,1947,997,950
