Cifras de población resultantes de la Revisión del Padrón municipal a 1 de enero de 2008,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
CPRO,PROVINCIA,CMUN,NOMBRE,POB08,VARONES,MUJERES
1,Álava,1,Alegría-Dulantzi,2.467,1.290,1.177
1,Álava,2,Amurrio,10.027,5.040,4.987
1,Álava,49,Añana,176,90,86
1,Álava,3,Aramaio,1.489,775,714
1,Álava,6,Armiñón,198,103,95
1,Álava,37,Arraia-Maeztu,707,395,312
1,Álava,8,Arrazua-Ubarrundia,902,473,429
1,Álava,4,Artziniega,1.764,894,870
1,Álava,9,Asparrena,1.595,804,791
1,Álava,10,Ayala/Aiara,2.710,1.360,1.350
1,Álava,11,Baños de Ebro/Mañueta,357,199,158
1,Álava,13,Barrundia,841,474,367
1,Álava,14,Berantevilla,447,227,220
1,Álava,16,Bernedo,588,330,258
1,Álava,17,Campezo/Kanpezu,1.108,593,515
1,Álava,21,Elburgo/Burgelu,526,275,251
1,Álava,22,Elciego,1.025,508,517
1,Álava,23,Elvillar/Bilar,357,182,175
1,Álava,56,Harana/Valle de Arana,311,181,130
1,Álava,901,Iruña Oka/Iruña de Oca,2.783,1.467,1.316
1,Álava,27,Iruraiz-Gauna,486,261,225
1,Álava,19,Kripan,184,101,83
1,Álava,20,Kuartango,357,204,153
1,Álava,28,Labastida/Bastida,1.503,803,700
1,Álava,30,Lagrán,190,100,90
1,Álava,31,Laguardia,1.506,778,728
1,Álava,32,Lanciego/Lantziego,683,361,322
1,Álava,902,Lantarón,938,524,414
1,Álava,33,Lapuebla de Labarca,910,464,446
1,Álava,36,Laudio/Llodio,18.276,9.033,9.243
1,Álava,58,Legutiano,1.604,836,768
1,Álava,34,Leza,226,125,101
1,Álava,39,Moreda de Álava,267,134,133
1,Álava,41,Navaridas,219,114,105
1,Álava,42,Okondo,1.076,568,508
1,Álava,43,Oyón-Oion,3.101,1.572,1.529
1,Álava,44,Peñacerrada-Urizaharra,271,156,115
1,Álava,46,Ribera Alta,705,399,306
1,Álava,47,Ribera Baja/Erribera Beitia,1.173,636,537
1,Álava,51,Salvatierra/Agurain,4.628,2.345,2.283
1,Álava,52,Samaniego,329,178,151
1,Álava,53,San Millán/Donemiliaga,715,400,315
1,Álava,54,Urkabustaiz,1.159,613,546
1,Álava,55,Valdegovía/Gaubea,1.148,632,516
1,Álava,57,Villabuena de Álava/Eskuernaga,317,160,157
1,Álava,59,Vitoria-Gasteiz,232.477,114.703,117.774
1,Álava,60,Yécora/Iekora,299,156,143
1,Álava,61,Zalduondo,184,100,84
1,Álava,62,Zambrana,358,198,160
1,Álava,18,Zigoitia,1.589,838,751
1,Álava,63,Zuia,2.379,1.224,1.155
2,Albacete,1,Abengibre,940,478,462
2,Albacete,2,Alatoz,590,320,270
2,Albacete,3,Albacete,166.909,82.546,84.363
2,Albacete,4,Albatana,817,408,409
2,Albacete,5,Alborea,878,459,419
2,Albacete,6,Alcadozo,736,380,356
2,Albacete,7,Alcalá del Júcar,1.376,726,650
2,Albacete,8,Alcaraz,1.698,843,855
2,Albacete,9,Almansa,25.591,12.693,12.898
2,Albacete,10,Alpera,2.384,1.246,1.138
2,Albacete,11,Ayna,863,463,400
2,Albacete,12,Balazote,2.450,1.260,1.190
2,Albacete,14,Ballestero (El),488,253,235
2,Albacete,13,Balsa de Ves,222,115,107
2,Albacete,15,Barrax,2.033,1.031,1.002
2,Albacete,16,Bienservida,763,388,375
2,Albacete,17,Bogarra,1.043,546,497
2,Albacete,18,Bonete,1.245,640,605
2,Albacete,19,Bonillo (El),3.085,1.566,1.519
2,Albacete,20,Carcelén,639,349,290
2,Albacete,21,Casas de Juan Núñez,1.385,720,665
2,Albacete,22,Casas de Lázaro,472,256,216
2,Albacete,23,Casas de Ves,789,413,376
2,Albacete,24,Casas-Ibáñez,4.674,2.408,2.266
2,Albacete,25,Caudete,10.157,5.175,4.982
2,Albacete,26,Cenizate,1.312,695,617
2,Albacete,29,Chinchilla de Monte-Aragón,3.660,1.922,1.738
2,Albacete,27,Corral-Rubio,411,213,198
2,Albacete,28,Cotillas,163,86,77
2,Albacete,30,Elche de la Sierra,3.946,1.974,1.972
2,Albacete,31,Férez,759,385,374
2,Albacete,32,Fuensanta,366,197,169
2,Albacete,33,Fuente-Álamo,2.706,1.425,1.281
2,Albacete,34,Fuentealbilla,2.036,1.045,991
2,Albacete,35,Gineta (La),2.298,1.171,1.127
2,Albacete,36,Golosalvo,123,60,63
2,Albacete,37,Hellín,31.054,15.610,15.444
2,Albacete,38,Herrera (La),353,180,173
2,Albacete,39,Higueruela,1.289,644,645
2,Albacete,40,Hoya-Gonzalo,776,402,374
2,Albacete,41,Jorquera,477,245,232
2,Albacete,42,Letur,1.155,575,580
2,Albacete,43,Lezuza,1.701,860,841
2,Albacete,44,Liétor,1.452,744,708
2,Albacete,45,Madrigueras,4.865,2.511,2.354
2,Albacete,46,Mahora,1.423,706,717
2,Albacete,47,Masegoso,99,56,43
2,Albacete,48,Minaya,1.800,922,878
2,Albacete,49,Molinicos,1.120,569,551
2,Albacete,50,Montalvos,141,76,65
2,Albacete,51,Montealegre del Castillo,2.344,1.219,1.125
2,Albacete,52,Motilleja,585,297,288
2,Albacete,53,Munera,3.885,1.961,1.924
2,Albacete,54,Navas de Jorquera,533,277,256
2,Albacete,55,Nerpio,1.571,853,718
2,Albacete,56,Ontur,2.357,1.173,1.184
2,Albacete,57,Ossa de Montiel,2.727,1.363,1.364
2,Albacete,58,Paterna del Madera,469,242,227
2,Albacete,60,Peñas de San Pedro,1.283,702,581
2,Albacete,59,Peñascosa,409,206,203
2,Albacete,61,Pétrola,879,461,418
2,Albacete,62,Povedilla,585,311,274
2,Albacete,901,Pozo Cañada,2.888,1.461,1.427
2,Albacete,63,Pozohondo,1.810,947,863
2,Albacete,64,Pozo-Lorente,485,247,238
2,Albacete,65,Pozuelo,650,338,312
2,Albacete,66,Recueja (La),330,157,173
2,Albacete,67,Riópar,1.509,778,731
2,Albacete,68,Robledo,467,230,237
2,Albacete,69,Roda (La),16.034,8.190,7.844
2,Albacete,70,Salobre,610,314,296
2,Albacete,71,San Pedro,1.268,663,605
2,Albacete,72,Socovos,1.942,1.010,932
2,Albacete,73,Tarazona de la Mancha,6.654,3.386,3.268
2,Albacete,74,Tobarra,8.073,4.125,3.948
2,Albacete,75,Valdeganga,1.940,978,962
2,Albacete,76,Vianos,431,210,221
2,Albacete,77,Villa de Ves,60,28,32
2,Albacete,78,Villalgordo del Júcar,1.274,661,613
2,Albacete,79,Villamalea,4.024,2.057,1.967
2,Albacete,80,Villapalacios,697,356,341
2,Albacete,81,Villarrobledo,26.311,13.250,13.061
2,Albacete,82,Villatoya,144,73,71
2,Albacete,83,Villavaliente,275,149,126
2,Albacete,84,Villaverde de Guadalimar,430,230,200
2,Albacete,85,Viveros,421,217,204
2,Albacete,86,Yeste,3.427,1.745,1.682
3,Alicante/Alacant,1,Adsubia,686,350,336
3,Alicante/Alacant,2,Agost,4.813,2.433,2.380
3,Alicante/Alacant,3,Agres,627,328,299
3,Alicante/Alacant,4,Aigües,1.047,531,516
3,Alicante/Alacant,5,Albatera,11.656,6.050,5.606
3,Alicante/Alacant,6,Alcalalí,1.500,772,728
3,Alicante/Alacant,7,Alcocer de Planes,234,112,122
3,Alicante/Alacant,8,Alcoleja,211,108,103
3,Alicante/Alacant,9,Alcoy/Alcoi,61.698,29.916,31.782
3,Alicante/Alacant,10,Alfafara,422,211,211
3,Alicante/Alacant,11,Alfàs del Pi (l'),20.939,10.513,10.426
3,Alicante/Alacant,12,Algorfa,4.125,2.062,2.063
3,Alicante/Alacant,13,Algueña,1.561,768,793
3,Alicante/Alacant,14,Alicante/Alacant,331.750,161.602,170.148
3,Alicante/Alacant,15,Almoradí,18.536,9.469,9.067
3,Alicante/Alacant,16,Almudaina,129,70,59
3,Alicante/Alacant,17,Alqueria d'Asnar (l'),470,224,246
3,Alicante/Alacant,18,Altea,23.532,11.823,11.709
3,Alicante/Alacant,19,Aspe,19.893,10.039,9.854
3,Alicante/Alacant,20,Balones,157,75,82
3,Alicante/Alacant,21,Banyeres de Mariola,7.194,3.609,3.585
3,Alicante/Alacant,22,Benasau,198,97,101
3,Alicante/Alacant,23,Beneixama,1.837,928,909
3,Alicante/Alacant,24,Benejúzar,5.472,2.771,2.701
3,Alicante/Alacant,25,Benferri,1.746,901,845
3,Alicante/Alacant,26,Beniarbeig,1.889,947,942
3,Alicante/Alacant,27,Beniardá,258,138,120
3,Alicante/Alacant,28,Beniarrés,1.323,664,659
3,Alicante/Alacant,30,Benidoleig,1.221,590,631
3,Alicante/Alacant,31,Benidorm,70.280,35.516,34.764
3,Alicante/Alacant,32,Benifallim,115,53,62
3,Alicante/Alacant,33,Benifato,194,103,91
3,Alicante/Alacant,29,Benigembla,571,292,279
3,Alicante/Alacant,34,Benijófar,3.900,1.940,1.960
3,Alicante/Alacant,35,Benilloba,837,418,419
3,Alicante/Alacant,36,Benillup,102,46,56
3,Alicante/Alacant,37,Benimantell,472,225,247
3,Alicante/Alacant,38,Benimarfull,440,226,214
3,Alicante/Alacant,39,Benimassot,125,70,55
3,Alicante/Alacant,40,Benimeli,427,215,212
3,Alicante/Alacant,41,Benissa,13.140,6.649,6.491
3,Alicante/Alacant,42,Benitachell/Poble Nou de Benitatxell (el),5.216,2.635,2.581
3,Alicante/Alacant,43,Biar,3.694,1.811,1.883
3,Alicante/Alacant,44,Bigastro,6.761,3.476,3.285
3,Alicante/Alacant,45,Bolulla,415,211,204
3,Alicante/Alacant,46,Busot,3.021,1.528,1.493
3,Alicante/Alacant,49,Callosa de Segura,17.425,8.854,8.571
3,Alicante/Alacant,48,Callosa d'En Sarrià,8.224,4.289,3.935
3,Alicante/Alacant,47,Calpe/Calp,29.228,15.044,14.184
3,Alicante/Alacant,50,Campello (el),26.043,12.984,13.059
3,Alicante/Alacant,51,Campo de Mirra/Camp de Mirra (el),426,211,215
3,Alicante/Alacant,52,Cañada,1.217,587,630
3,Alicante/Alacant,53,Castalla,10.021,5.053,4.968
3,Alicante/Alacant,54,Castell de Castells,505,248,257
3,Alicante/Alacant,75,Castell de Guadalest (el),217,106,111
3,Alicante/Alacant,55,Catral,8.629,4.399,4.230
3,Alicante/Alacant,56,Cocentaina,11.383,5.679,5.704
3,Alicante/Alacant,57,Confrides,279,151,128
3,Alicante/Alacant,58,Cox,6.642,3.393,3.249
3,Alicante/Alacant,59,Crevillent,28.432,14.599,13.833
3,Alicante/Alacant,61,Daya Nueva,1.903,971,932
3,Alicante/Alacant,62,Daya Vieja,598,306,292
3,Alicante/Alacant,63,Dénia,44.035,22.020,22.015
3,Alicante/Alacant,64,Dolores,7.313,3.717,3.596
3,Alicante/Alacant,65,Elche/Elx,228.348,114.500,113.848
3,Alicante/Alacant,66,Elda,55.174,27.237,27.937
3,Alicante/Alacant,67,Facheca,108,56,52
3,Alicante/Alacant,68,Famorca,48,21,27
3,Alicante/Alacant,69,Finestrat,5.844,3.024,2.820
3,Alicante/Alacant,77,Fondó de les Neus (el)/Hondón de las Nieves,2.730,1.397,1.333
3,Alicante/Alacant,70,Formentera del Segura,4.118,2.156,1.962
3,Alicante/Alacant,72,Gaianes,380,193,187
3,Alicante/Alacant,71,Gata de Gorgos,6.195,3.190,3.005
3,Alicante/Alacant,73,Gorga,235,127,108
3,Alicante/Alacant,74,Granja de Rocamora,2.323,1.220,1.103
3,Alicante/Alacant,76,Guardamar del Segura,15.951,8.053,7.898
3,Alicante/Alacant,78,Hondón de los Frailes,1.205,623,582
3,Alicante/Alacant,79,Ibi,24.093,12.116,11.977
3,Alicante/Alacant,80,Jacarilla,2.088,1.036,1.052
3,Alicante/Alacant,82,Jávea/Xàbia,31.140,15.660,15.480
3,Alicante/Alacant,83,Jijona/Xixona,7.575,3.670,3.905
3,Alicante/Alacant,85,Llíber,1.062,538,524
3,Alicante/Alacant,84,Lorcha/Orxa (l'),748,373,375
3,Alicante/Alacant,86,Millena,195,100,95
3,Alicante/Alacant,88,Monforte del Cid,7.006,3.696,3.310
3,Alicante/Alacant,89,Monóvar/Monòver,13.056,6.488,6.568
3,Alicante/Alacant,903,Montesinos (Los),4.736,2.385,2.351
3,Alicante/Alacant,91,Murla,601,292,309
3,Alicante/Alacant,92,Muro de Alcoy,8.725,4.330,4.395
3,Alicante/Alacant,90,Mutxamel,21.481,10.801,10.680
3,Alicante/Alacant,93,Novelda,27.008,13.513,13.495
3,Alicante/Alacant,94,Nucia (la),16.958,8.603,8.355
3,Alicante/Alacant,95,Ondara,6.457,3.251,3.206
3,Alicante/Alacant,96,Onil,7.709,3.876,3.833
3,Alicante/Alacant,97,Orba,2.566,1.271,1.295
3,Alicante/Alacant,99,Orihuela,84.626,42.722,41.904
3,Alicante/Alacant,98,Orxeta,830,419,411
3,Alicante/Alacant,100,Parcent,1.066,526,540
3,Alicante/Alacant,101,Pedreguer,7.480,3.750,3.730
3,Alicante/Alacant,102,Pego,11.043,5.677,5.366
3,Alicante/Alacant,103,Penàguila,323,167,156
3,Alicante/Alacant,104,Petrer,34.109,17.052,17.057
3,Alicante/Alacant,902,Pilar de la Horadada,21.424,11.193,10.231
3,Alicante/Alacant,105,Pinós (el)/Pinoso,7.623,3.877,3.746
3,Alicante/Alacant,106,Planes,839,423,416
3,Alicante/Alacant,901,Poblets (els),3.267,1.583,1.684
3,Alicante/Alacant,107,Polop,4.112,2.108,2.004
3,Alicante/Alacant,60,Quatretondeta,137,68,69
3,Alicante/Alacant,109,Rafal,4.028,2.068,1.960
3,Alicante/Alacant,110,"Ràfol d'Almúnia, el",692,335,357
3,Alicante/Alacant,111,Redován,7.261,3.713,3.548
