Cifras de población resultantes de la Revisión del Padrón municipal a 1 de enero de 2016,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
CPRO,PROVINCIA,CMUN,NOMBRE,POB16,HOMBRES,MUJERES
2,Albacete,1,Abengibre,761,366,395
2,Albacete,2,Alatoz,582,325,257
2,Albacete,3,Albacete,172426,84366,88060
2,Albacete,4,Albatana,714,367,347
2,Albacete,5,Alborea,710,365,345
2,Albacete,6,Alcadozo,688,367,321
2,Albacete,7,AlcalĀ del JŻcar,1217,653,564
2,Albacete,8,Alcaraz,1463,741,722
2,Albacete,9,Almansa,24800,12332,12468
2,Albacete,10,Alpera,2289,1177,1112
2,Albacete,11,Ayna,690,368,322
2,Albacete,12,Balazote,2346,1202,1144
2,Albacete,14,"Ballestero, El",427,218,209
2,Albacete,13,Balsa de Ves,155,87,68
2,Albacete,15,Barrax,1903,971,932
2,Albacete,16,Bienservida,634,332,302
2,Albacete,17,Bogarra,920,485,435
2,Albacete,18,Bonete,1123,579,544
2,Albacete,19,"Bonillo, El",2889,1468,1421
2,Albacete,20,Carcelén,518,278,240
2,Albacete,21,Casas de Juan NŻżez,1318,693,625
2,Albacete,22,Casas de LĀzaro,380,212,168
2,Albacete,23,Casas de Ves,654,338,316
2,Albacete,24,Casas-IbĀżez,4555,2326,2229
2,Albacete,25,Caudete,10115,5146,4969
2,Albacete,26,Cenizate,1204,617,587
2,Albacete,29,Chinchilla de Monte-Aragón,4172,2176,1996
2,Albacete,27,Corral-Rubio,351,192,159
2,Albacete,28,Cotillas,139,72,67
2,Albacete,30,Elche de la Sierra,3711,1860,1851
2,Albacete,31,Férez,696,349,347
2,Albacete,32,Fuensanta,310,174,136
2,Albacete,33,Fuente-Ąlamo,2574,1354,1220
2,Albacete,34,Fuentealbilla,1876,949,927
2,Albacete,35,"Gineta, La",2509,1292,1217
2,Albacete,36,Golosalvo,111,59,52
2,Albacete,37,HellĪn,30419,15184,15235
2,Albacete,38,"Herrera, La",340,173,167
2,Albacete,39,Higueruela,1222,630,592
2,Albacete,40,Hoya-Gonzalo,666,360,306
2,Albacete,41,Jorquera,377,198,179
2,Albacete,42,Letur,973,474,499
2,Albacete,43,Lezuza,1458,750,708
2,Albacete,44,Liétor,1279,667,612
2,Albacete,45,Madrigueras,4671,2400,2271
2,Albacete,46,Mahora,1355,691,664
2,Albacete,47,Masegoso,121,63,58
2,Albacete,48,Minaya,1543,798,745
2,Albacete,49,Molinicos,893,459,434
2,Albacete,50,Montalvos,108,57,51
2,Albacete,51,Montealegre del Castillo,2092,1061,1031
2,Albacete,52,Motilleja,550,293,257
2,Albacete,53,Munera,3627,1842,1785
2,Albacete,54,Navas de Jorquera,525,270,255
2,Albacete,55,Nerpio,1311,715,596
2,Albacete,56,Ontur,2111,1054,1057
2,Albacete,57,Ossa de Montiel,2422,1203,1219
2,Albacete,58,Paterna del Madera,375,205,170
2,Albacete,60,Peżas de San Pedro,1428,830,598
2,Albacete,59,Peżascosa,333,176,157
2,Albacete,61,Pétrola,713,371,342
2,Albacete,62,Povedilla,463,248,215
2,Albacete,901,Pozo Cażada,2800,1405,1395
2,Albacete,63,Pozohondo,1698,888,810
2,Albacete,64,Pozo-Lorente,409,208,201
2,Albacete,65,Pozuelo,531,282,249
2,Albacete,66,"Recueja, La",279,144,135
2,Albacete,67,Riópar,1410,718,692
2,Albacete,68,Robledo,390,210,180
2,Albacete,69,"Roda, La",15748,7966,7782
2,Albacete,70,Salobre,523,270,253
2,Albacete,71,San Pedro,1232,627,605
2,Albacete,72,Socovos,1819,932,887
2,Albacete,73,Tarazona de la Mancha,6460,3277,3183
2,Albacete,74,Tobarra,7822,3979,3843
2,Albacete,75,Valdeganga,1976,1008,968
2,Albacete,76,Vianos,368,189,179
2,Albacete,77,Villa de Ves,63,35,28
2,Albacete,78,Villalgordo del JŻcar,1128,590,538
2,Albacete,79,Villamalea,4082,2049,2033
2,Albacete,80,Villapalacios,628,324,304
2,Albacete,81,Villarrobledo,25589,12695,12894
2,Albacete,82,Villatoya,110,66,44
2,Albacete,83,Villavaliente,234,136,98
2,Albacete,84,Villaverde de Guadalimar,359,192,167
2,Albacete,85,Viveros,337,175,162
2,Albacete,86,Yeste,2818,1448,1370
3,Alicante/Alacant,2,Agost,4729,2379,2350
3,Alicante/Alacant,3,Agres,565,306,259
3,Alicante/Alacant,4,Aigües,921,494,427
3,Alicante/Alacant,5,Albatera,11756,5979,5777
3,Alicante/Alacant,6,AlcalalĪ,1291,647,644
3,Alicante/Alacant,7,Alcocer de Planes,221,115,106
3,Alicante/Alacant,8,Alcoleja,194,101,93
3,Alicante/Alacant,9,Alcoy/Alcoi,59198,28804,30394
3,Alicante/Alacant,10,Alfafara,399,195,204
3,Alicante/Alacant,11,"Alfģs del Pi, l'",21494,10713,10781
3,Alicante/Alacant,12,Algorfa,3222,1626,1596
3,Alicante/Alacant,13,Algueża,1391,688,703
3,Alicante/Alacant,14,Alicante/Alacant,330525,160456,170069
3,Alicante/Alacant,15,AlmoradĪ,20138,10188,9950
3,Alicante/Alacant,16,Almudaina,119,62,57
3,Alicante/Alacant,17,"Alqueria d'Asnar, l'",517,240,277
3,Alicante/Alacant,18,Altea,21739,10677,11062
3,Alicante/Alacant,19,Aspe,20482,10319,10163
3,Alicante/Alacant,1,"AtzŻbia, l'",689,356,333
3,Alicante/Alacant,20,Balones,129,66,63
3,Alicante/Alacant,21,Banyeres de Mariola,7108,3554,3554
3,Alicante/Alacant,22,Benasau,158,74,84
3,Alicante/Alacant,23,Beneixama,1712,852,860
3,Alicante/Alacant,24,BenejŻzar,5364,2682,2682
3,Alicante/Alacant,25,Benferri,1920,1008,912
3,Alicante/Alacant,26,Beniarbeig,1917,953,964
3,Alicante/Alacant,27,BeniardĀ,202,101,101
3,Alicante/Alacant,28,Beniarrés,1164,586,578
3,Alicante/Alacant,30,Benidoleig,1117,555,562
3,Alicante/Alacant,31,Benidorm,66642,33131,33511
3,Alicante/Alacant,32,Benifallim,114,64,50
3,Alicante/Alacant,33,Benifato,158,80,78
3,Alicante/Alacant,29,Benigembla,419,212,207
3,Alicante/Alacant,34,Benijófar,3163,1549,1614
3,Alicante/Alacant,35,Benilloba,769,391,378
3,Alicante/Alacant,36,Benillup,100,46,54
3,Alicante/Alacant,37,Benimantell,494,240,254
3,Alicante/Alacant,38,Benimarfull,427,217,210
3,Alicante/Alacant,39,Benimassot,99,55,44
3,Alicante/Alacant,40,Benimeli,384,179,205
3,Alicante/Alacant,41,Benissa,11000,5424,5576
3,Alicante/Alacant,42,"Benitachell/Poble Nou de Benitatxell, el",4104,2051,2053
3,Alicante/Alacant,43,Biar,3647,1794,1853
3,Alicante/Alacant,44,Bigastro,6724,3411,3313
3,Alicante/Alacant,45,Bolulla,412,212,200
3,Alicante/Alacant,46,Busot,2975,1517,1458
3,Alicante/Alacant,49,Callosa de Segura,18497,9336,9161
3,Alicante/Alacant,48,Callosa d'en Sarriģ,7146,3610,3536
3,Alicante/Alacant,47,Calp,19591,9889,9702
3,Alicante/Alacant,50,"Campello, el",27384,13340,14044
3,Alicante/Alacant,51,"Campo de Mirra/Camp de Mirra, el",440,230,210
3,Alicante/Alacant,52,Cażada,1245,623,622
3,Alicante/Alacant,53,Castalla,9859,4968,4891
3,Alicante/Alacant,54,Castell de Castells,449,225,224
3,Alicante/Alacant,75,"Castell de Guadalest, el",220,113,107
3,Alicante/Alacant,55,Catral,8551,4315,4236
3,Alicante/Alacant,56,Cocentaina,11432,5782,5650
3,Alicante/Alacant,57,Confrides,207,119,88
3,Alicante/Alacant,58,Cox,7193,3687,3506
3,Alicante/Alacant,59,Crevillent,28691,14525,14166
3,Alicante/Alacant,61,Daya Nueva,1750,888,862
3,Alicante/Alacant,62,Daya Vieja,672,348,324
3,Alicante/Alacant,63,Dénia,41465,20237,21228
3,Alicante/Alacant,64,Dolores,7264,3631,3633
3,Alicante/Alacant,65,Elche/Elx,227659,112824,114835
3,Alicante/Alacant,66,Elda,52745,25736,27009
3,Alicante/Alacant,67,Facheca,107,56,51
3,Alicante/Alacant,68,Famorca,58,29,29
3,Alicante/Alacant,69,Finestrat,6090,3126,2964
3,Alicante/Alacant,77,"Fondó de les Neus, el/Hondón de las Nieves",2493,1252,1241
3,Alicante/Alacant,70,Formentera del Segura,3995,2024,1971
3,Alicante/Alacant,72,Gaianes,452,234,218
3,Alicante/Alacant,71,Gata de Gorgos,5825,2937,2888
3,Alicante/Alacant,73,Gorga,267,149,118
3,Alicante/Alacant,74,Granja de Rocamora,2461,1286,1175
3,Alicante/Alacant,76,Guardamar del Segura,15386,7577,7809
3,Alicante/Alacant,78,Hondón de los Frailes,1165,605,560
3,Alicante/Alacant,79,Ibi,23365,11718,11647
3,Alicante/Alacant,80,Jacarilla,1939,980,959
3,Alicante/Alacant,82,JĀvea/Xģbia,27225,13506,13719
3,Alicante/Alacant,83,Jijona/Xixona,7057,3431,3626
3,Alicante/Alacant,85,LlĪber,1110,546,564
3,Alicante/Alacant,84,"Lorcha/Orxa, l'",627,310,317
3,Alicante/Alacant,86,Millena,221,116,105
3,Alicante/Alacant,88,Monforte del Cid,7500,3924,3576
3,Alicante/Alacant,89,Monóvar/MonĢver,12272,6122,6150
3,Alicante/Alacant,903,"Montesinos, Los",4912,2496,2416
3,Alicante/Alacant,91,Murla,486,225,261
3,Alicante/Alacant,92,Muro de Alcoy,9307,4615,4692
3,Alicante/Alacant,90,Mutxamel,24487,12203,12284
3,Alicante/Alacant,93,Novelda,26054,12933,13121
3,Alicante/Alacant,94,"Nucia, la",19967,10110,9857
3,Alicante/Alacant,95,Ondara,6647,3322,3325
3,Alicante/Alacant,96,Onil,7494,3742,3752
3,Alicante/Alacant,97,Orba,2085,1030,1055
3,Alicante/Alacant,99,Orihuela,80359,40105,40254
3,Alicante/Alacant,98,Orxeta,778,396,382
3,Alicante/Alacant,100,Parcent,985,486,499
3,Alicante/Alacant,101,Pedreguer,7431,3692,3739
3,Alicante/Alacant,102,Pego,10158,5095,5063
3,Alicante/Alacant,103,Penģguila,328,173,155
3,Alicante/Alacant,104,Petrer,34533,17191,17342
3,Alicante/Alacant,902,Pilar de la Horadada,21348,11001,10347
3,Alicante/Alacant,105,"Pinós, el/Pinoso",7627,3826,3801
3,Alicante/Alacant,106,Planes,725,383,342
3,Alicante/Alacant,901,"Poblets, els",3246,1562,1684
3,Alicante/Alacant,107,Polop,4549,2347,2202
3,Alicante/Alacant,60,Quatretondeta,113,62,51
3,Alicante/Alacant,109,Rafal,4218,2111,2107
3,Alicante/Alacant,110,"Rģfol d'AlmŻnia, el",630,317,313
3,Alicante/Alacant,111,RedovĀn,7765,4025,3740
3,Alicante/Alacant,112,Relleu,1258,623,635
3,Alicante/Alacant,113,Rojales,17622,8932,8690
3,Alicante/Alacant,114,"Romana, la",2411,1240,1171
3,Alicante/Alacant,115,Sagra,414,212,202
3,Alicante/Alacant,116,Salinas,1569,797,772
3,Alicante/Alacant,118,San Fulgencio,7384,3772,3612
3,Alicante/Alacant,904,San Isidro,1915,974,941
3,Alicante/Alacant,120,San Miguel de Salinas,6193,3097,3096
3,Alicante/Alacant,122,San Vicente del Raspeig/Sant Vicent del Raspeig,56715,28075,28640
3,Alicante/Alacant,117,Sanet y Negrals,649,327,322
3,Alicante/Alacant,119,Sant Joan d'Alacant,22897,11073,11824
3,Alicante/Alacant,121,Santa Pola,31309,15707,15602
3,Alicante/Alacant,123,Sax,9700,4903,4797
3,Alicante/Alacant,124,Sella,584,311,273
3,Alicante/Alacant,125,Senija,577,295,282
3,Alicante/Alacant,127,Tģrbena,636,329,307
3,Alicante/Alacant,128,Teulada,10654,5301,5353
3,Alicante/Alacant,129,Tibi,1634,862,772
3,Alicante/Alacant,130,Tollos,53,29,24
3,Alicante/Alacant,131,Tormos,323,160,163
3,Alicante/Alacant,132,"Torremanzanas/Torre de les Maćanes, la",727,380,347
3,Alicante/Alacant,133,Torrevieja,84213,42302,41911
3,Alicante/Alacant,134,"Vall d'Alcalģ, la",171,93,78
3,Alicante/Alacant,136,Vall de Gallinera,582,314,268
3,Alicante/Alacant,137,"Vall de Laguar, la",801,404,397
3,Alicante/Alacant,135,"Vall d'Ebo, la",243,127,116
3,Alicante/Alacant,138,"Verger, el",4515,2250,2265
3,Alicante/Alacant,139,"Villajoyosa/Vila Joiosa, la",33580,16774,16806
3,Alicante/Alacant,140,Villena,34163,17047,17116
3,Alicante/Alacant,81,Xaló,2648,1312,1336
4,AlmerĪa,1,Abla,1294,664,630
4,AlmerĪa,2,Abrucena,1208,615,593
4,AlmerĪa,3,Adra,24713,12489,12224
4,AlmerĪa,4,AlbĀnchez,796,406,390
4,AlmerĪa,5,Alboloduy,613,299,314
4,AlmerĪa,6,Albox,11144,5664,5480
4,AlmerĪa,7,Alcolea,815,428,387
4,AlmerĪa,8,Alcóntar,572,316,256
4,AlmerĪa,9,Alcudia de Monteagud,158,75,83
4,AlmerĪa,10,Alhabia,677,351,326
4,AlmerĪa,11,Alhama de AlmerĪa,3687,1851,1836
4,AlmerĪa,12,AlicŻn,217,110,107
4,AlmerĪa,13,AlmerĪa,194515,94530,99985
4,AlmerĪa,14,Almócita,172,83,89
4,AlmerĪa,15,Alsodux,134,75,59
4,AlmerĪa,16,Antas,3159,1576,1583
4,AlmerĪa,17,Arboleas,4538,2271,2267
4,AlmerĪa,18,Armuża de Almanzora,326,160,166
4,AlmerĪa,19,Bacares,272,140,132
4,AlmerĪa,904,Balanegra,2678,1380,1298
4,AlmerĪa,20,BayĀrcal,323,178,145
4,AlmerĪa,21,Bayarque,220,112,108
4,AlmerĪa,22,Bédar,885,432,453
4,AlmerĪa,23,Beires,114,55,59
4,AlmerĪa,24,Benahadux,4185,2074,2111
4,AlmerĪa,26,Benitagla,69,40,29
4,AlmerĪa,27,Benizalón,280,148,132
4,AlmerĪa,28,Bentarique,252,144,108
4,AlmerĪa,29,Berja,12380,6228,6152
4,AlmerĪa,30,CanjĀyar,1279,659,620
4,AlmerĪa,31,Cantoria,3371,1707,1664
4,AlmerĪa,32,Carboneras,7818,4016,3802
4,AlmerĪa,33,Castro de Filabres,139,66,73
4,AlmerĪa,36,Chercos,267,138,129
4,AlmerĪa,37,Chirivel,1601,812,789
4,AlmerĪa,34,Cóbdar,169,100,69
4,AlmerĪa,35,Cuevas del Almanzora,13362,6923,6439
4,AlmerĪa,38,DalĪas,3978,1966,2012
4,AlmerĪa,902,"Ejido, El",88752,47313,41439
4,AlmerĪa,41,Enix,433,237,196
4,AlmerĪa,43,Felix,658,374,284
4,AlmerĪa,44,Fines,2079,1082,997
4,AlmerĪa,45,Fiżana,2070,1047,1023
4,AlmerĪa,46,Fondón,1017,530,487
4,AlmerĪa,47,GĀdor,3030,1566,1464
4,AlmerĪa,48,"Gallardos, Los",2867,1457,1410
4,AlmerĪa,49,Garrucha,8655,4481,4174
4,AlmerĪa,50,Gérgal,1037,556,481
4,AlmerĪa,51,Huécija,513,248,265
4,AlmerĪa,52,Huércal de AlmerĪa,17068,8721,8347
4,AlmerĪa,53,Huércal-Overa,18589,9219,9370
4,AlmerĪa,54,Illar,386,205,181
4,AlmerĪa,55,Instinción,444,217,227
4,AlmerĪa,56,Laroya,176,100,76
4,AlmerĪa,57,LĀujar de Andarax,1551,774,777
4,AlmerĪa,58,LĪjar,411,215,196
4,AlmerĪa,59,LubrĪn,1484,724,760
4,AlmerĪa,60,Lucainena de las Torres,569,304,265
4,AlmerĪa,61,LŻcar,754,373,381
4,AlmerĪa,62,Macael,5628,2884,2744
4,AlmerĪa,63,MarĪa,1294,662,632
4,AlmerĪa,64,MojĀcar,6490,3227,3263
4,AlmerĪa,903,"Mojonera, La",8740,4810,3930
4,AlmerĪa,65,Nacimiento,483,241,242
4,AlmerĪa,66,NĪjar,28579,15469,13110
4,AlmerĪa,67,Ohanes,651,320,331
4,AlmerĪa,68,Olula de Castro,194,104,90
4,AlmerĪa,69,Olula del RĪo,6216,3203,3013
4,AlmerĪa,70,Oria,2330,1218,1112
4,AlmerĪa,71,Padules,449,230,219
4,AlmerĪa,72,Partaloa,915,449,466
4,AlmerĪa,73,Paterna del RĪo,372,216,156
4,AlmerĪa,74,Pechina,3900,1979,1921
4,AlmerĪa,75,PulpĪ,8909,4593,4316
4,AlmerĪa,76,Purchena,1638,847,791
4,AlmerĪa,77,RĀgol,316,169,147
4,AlmerĪa,78,Rioja,1356,683,673
4,AlmerĪa,79,Roquetas de Mar,91965,47218,44747
4,AlmerĪa,80,Santa Cruz de Marchena,241,125,116
4,AlmerĪa,81,Santa Fe de MondŻjar,431,215,216
4,AlmerĪa,82,Senés,322,170,152
4,AlmerĪa,83,Serón,2135,1085,1050
4,AlmerĪa,84,Sierro,401,214,187
4,AlmerĪa,85,SomontĪn,477,235,242
4,AlmerĪa,86,Sorbas,2541,1329,1212
4,AlmerĪa,87,SuflĪ,235,130,105
4,AlmerĪa,88,Tabernas,3654,1882,1772
4,AlmerĪa,89,Taberno,972,473,499
4,AlmerĪa,90,Tahal,362,187,175
4,AlmerĪa,91,Terque,395,197,198
4,AlmerĪa,92,TĪjola,3676,1818,1858
4,AlmerĪa,901,"Tres Villas, Las",625,326,299
4,AlmerĪa,93,Turre,3351,1706,1645
4,AlmerĪa,94,Turrillas,238,136,102
4,AlmerĪa,95,Uleila del Campo,871,432,439
4,AlmerĪa,96,UrrĀcal,327,163,164
4,AlmerĪa,97,Velefique,256,138,118
4,AlmerĪa,98,Vélez-Blanco,1984,1027,957
4,AlmerĪa,99,Vélez-Rubio,6692,3252,3440
4,AlmerĪa,100,Vera,15168,7744,7424
4,AlmerĪa,101,Viator,5699,2948,2751
4,AlmerĪa,102,VĪcar,24957,13281,11676
4,AlmerĪa,103,Zurgena,2939,1464,1475
1,Araba/Ąlava,1,AlegrĪa-Dulantzi,2856,1467,1389
1,Araba/Ąlava,2,Amurrio,10260,5095,5165
1,Araba/Ąlava,49,Ażana,159,88,71
1,Araba/Ąlava,3,Aramaio,1502,792,710
1,Araba/Ąlava,6,Armiżón,234,121,113
1,Araba/Ąlava,37,Arraia-Maeztu,722,409,313
1,Araba/Ąlava,8,Arratzua-Ubarrundia,979,531,448
1,Araba/Ąlava,4,Artziniega,1840,911,929
1,Araba/Ąlava,9,Asparrena,1630,821,809
1,Araba/Ąlava,10,Ayala/Aiara,2946,1500,1446
1,Araba/Ąlava,11,Bażos de Ebro/Mażueta,308,168,140
1,Araba/Ąlava,13,Barrundia,903,503,400
1,Araba/Ąlava,14,Berantevilla,449,231,218
1,Araba/Ąlava,16,Bernedo,499,299,200
1,Araba/Ąlava,17,Campezo/Kanpezu,1059,558,501
1,Araba/Ąlava,21,Elburgo/Burgelu,612,326,286
1,Araba/Ąlava,22,Elciego,1005,492,513
1,Araba/Ąlava,23,Elvillar/Bilar,355,176,179
1,Araba/Ąlava,46,Erriberagoitia/Ribera Alta,745,427,318
1,Araba/Ąlava,56,Harana/Valle de Arana,237,137,100
1,Araba/Ąlava,901,Iruża Oka/Iruża de Oca,3270,1686,1584
1,Araba/Ąlava,27,Iruraiz-Gauna,514,280,234
1,Araba/Ąlava,19,Kripan,186,100,86
1,Araba/Ąlava,20,Kuartango,368,212,156
1,Araba/Ąlava,28,Labastida/Bastida,1460,756,704
