Cifras de población resultantes de la Revisión del Padrón municipal a 1 de enero de 2011,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
CPRO,PROVINCIA,CMUN,NOMBRE,AMBOS SEXOS,VARONES,MUJERES
1,Araba/Ąlava,1,AlegrĪa-Dulantzi,2.803,1.466,1.337
1,Araba/Ąlava,2,Amurrio,10.014,5.030,4.984
1,Araba/Ąlava,3,Aramaio,1.496,784,712
1,Araba/Ąlava,4,Artziniega,1.843,916,927
1,Araba/Ąlava,6,Armiżón,229,112,117
1,Araba/Ąlava,8,Arrazua-Ubarrundia,951,508,443
1,Araba/Ąlava,9,Asparrena,1.684,851,833
1,Araba/Ąlava,10,Ayala/Aiara,2.880,1.436,1.444
1,Araba/Ąlava,11,Bażos de Ebro/Mażueta,324,180,144
1,Araba/Ąlava,13,Barrundia,906,497,409
1,Araba/Ąlava,14,Berantevilla,494,255,239
1,Araba/Ąlava,16,Bernedo,565,329,236
1,Araba/Ąlava,17,Campezo/Kanpezu,1.123,592,531
1,Araba/Ąlava,18,Zigoitia,1.729,928,801
1,Araba/Ąlava,19,Kripan,197,106,91
1,Araba/Ąlava,20,Kuartango,351,201,150
1,Araba/Ąlava,21,Elburgo/Burgelu,623,324,299
1,Araba/Ąlava,22,Elciego,1.045,517,528
1,Araba/Ąlava,23,Elvillar/Bilar,361,181,180
1,Araba/Ąlava,27,Iruraiz-Gauna,534,291,243
1,Araba/Ąlava,28,Labastida/Bastida,1.470,766,704
1,Araba/Ąlava,30,LagrĀn,184,96,88
1,Araba/Ąlava,31,Laguardia,1.546,803,743
1,Araba/Ąlava,32,Lanciego/Lantziego,682,365,317
1,Araba/Ąlava,33,Lapuebla de Labarca,867,444,423
1,Araba/Ąlava,34,Leza,213,112,101
1,Araba/Ąlava,36,Laudio/Llodio,18.494,9.135,9.359
1,Araba/Ąlava,37,Arraia-Maeztu,722,402,320
1,Araba/Ąlava,39,Moreda de Ąlava,249,126,123
1,Araba/Ąlava,41,Navaridas,213,116,97
1,Araba/Ąlava,42,Okondo,1.155,608,547
1,Araba/Ąlava,43,Oyón-Oion,3.284,1.684,1.600
1,Araba/Ąlava,44,Peżacerrada-Urizaharra,287,169,118
1,Araba/Ąlava,46,Erriberagoitia/Ribera Alta,781,440,341
1,Araba/Ąlava,47,Ribera Baja/Erribera Beitia,1.314,720,594
1,Araba/Ąlava,49,Ażana,168,86,82
1,Araba/Ąlava,51,Salvatierra/Agurain,4.884,2.478,2.406
1,Araba/Ąlava,52,Samaniego,336,187,149
1,Araba/Ąlava,53,San MillĀn/Donemiliaga,725,401,324
1,Araba/Ąlava,54,Urkabustaiz,1.325,711,614
1,Araba/Ąlava,55,ValdegovĪa/Gaubea,1.098,604,494
1,Araba/Ąlava,56,Harana/Valle de Arana,287,170,117
1,Araba/Ąlava,57,Villabuena de Ąlava/Eskuernaga,325,165,160
1,Araba/Ąlava,58,Legutio,1.698,891,807
1,Araba/Ąlava,59,Vitoria-Gasteiz,239.562,118.085,121.477
1,Araba/Ąlava,60,Yécora/Iekora,287,154,133
1,Araba/Ąlava,61,Zalduondo,197,109,88
1,Araba/Ąlava,62,Zambrana,403,216,187
1,Araba/Ąlava,63,Zuia,2.424,1.249,1.175
1,Araba/Ąlava,901,Iruża Oka/Iruża de Oca,2.966,1.529,1.437
1,Araba/Ąlava,902,Lantarón,929,516,413
2,Albacete,1,Abengibre,902,457,445
2,Albacete,2,Alatoz,604,340,264
2,Albacete,3,Albacete,171.390,84.288,87.102
2,Albacete,4,Albatana,794,403,391
2,Albacete,5,Alborea,848,439,409
2,Albacete,6,Alcadozo,734,382,352
2,Albacete,7,AlcalĀ del JŻcar,1.350,709,641
2,Albacete,8,Alcaraz,1.608,800,808
2,Albacete,9,Almansa,25.432,12.631,12.801
2,Albacete,10,Alpera,2.438,1.261,1.177
2,Albacete,11,Ayna,806,432,374
2,Albacete,12,Balazote,2.461,1.272,1.189
2,Albacete,13,Balsa de Ves,213,114,99
2,Albacete,14,"Ballestero, El",473,241,232
2,Albacete,15,Barrax,2.063,1.064,999
2,Albacete,16,Bienservida,729,375,354
2,Albacete,17,Bogarra,1.009,522,487
2,Albacete,18,Bonete,1.220,616,604
2,Albacete,19,"Bonillo, El",3.033,1.537,1.496
2,Albacete,20,Carcelén,668,351,317
2,Albacete,21,Casas de Juan NŻżez,1.461,747,714
2,Albacete,22,Casas de LĀzaro,475,259,216
2,Albacete,23,Casas de Ves,748,395,353
2,Albacete,24,Casas-IbĀżez,4.818,2.486,2.332
2,Albacete,25,Caudete,10.477,5.300,5.177
2,Albacete,26,Cenizate,1.307,695,612
2,Albacete,27,Corral-Rubio,406,206,200
2,Albacete,28,Cotillas,161,87,74
2,Albacete,29,Chinchilla de Monte-Aragón,4.015,2.095,1.920
2,Albacete,30,Elche de la Sierra,3.951,1.984,1.967
2,Albacete,31,Férez,756,375,381
2,Albacete,32,Fuensanta,369,202,167
2,Albacete,33,Fuente-Ąlamo,2.643,1.397,1.246
2,Albacete,34,Fuentealbilla,2.029,1.036,993
2,Albacete,35,"Gineta, La",2.563,1.316,1.247
2,Albacete,36,Golosalvo,121,60,61
2,Albacete,37,HellĪn,31.199,15.608,15.591
2,Albacete,38,"Herrera, La",356,181,175
2,Albacete,39,Higueruela,1.306,669,637
2,Albacete,40,Hoya-Gonzalo,752,388,364
2,Albacete,41,Jorquera,440,231,209
